Namespace(b1=0.5, b2=0.999, batch_size=64, channels=3, img_size=128, latent_dim=100, lr=0.0002, n_cpu=8, n_epochs=200, sample_interval=400)
[Epoch 42/200] [Batch 9/27] [D loss: 0.687389] [G loss: 0.745369]
[Epoch 42/200] [Batch 10/27] [D loss: 0.671422] [G loss: 0.777172]
[Epoch 42/200] [Batch 11/27] [D loss: 0.692012] [G loss: 0.776471]
[Epoch 42/200] [Batch 12/27] [D loss: 0.689411] [G loss: 0.736916]
[Epoch 42/200] [Batch 13/27] [D loss: 0.671902] [G loss: 0.765010]
[Epoch 42/200] [Batch 14/27] [D loss: 0.657310] [G loss: 0.755792]
[Epoch 42/200] [Batch 15/27] [D loss: 0.682899] [G loss: 0.762455]
[Epoch 42/200] [Batch 16/27] [D loss: 0.679697] [G loss: 0.759570]
[Epoch 42/200] [Batch 17/27] [D loss: 0.669774] [G loss: 0.742570]
[Epoch 42/200] [Batch 18/27] [D loss: 0.696267] [G loss: 0.681115]
[Epoch 42/200] [Batch 19/27] [D loss: 0.674991] [G loss: 0.654230]
[Epoch 42/200] [Batch 20/27] [D loss: 0.718069] [G loss: 0.592520]
[Epoch 42/200] [Batch 21/27] [D loss: 0.696594] [G loss: 0.608016]
[Epoch 42/200] [Batch 22/27] [D loss: 0.718867] [G loss: 0.641218]
[Epoch 42/200] [Batch 23/27] [D loss: 0.703997] [G loss: 0.656077]
[Epoch 42/200] [Batch 24/27] [D loss: 0.699506] [G loss: 0.681829]
[Epoch 42/200] [Batch 25/27] [D loss: 0.699285] [G loss: 0.678332]
[Epoch 42/200] [Batch 26/27] [D loss: 0.694367] [G loss: 0.699089]
[Epoch 43/200] [Batch 0/27] [D loss: 0.694797] [G loss: 0.708007]
[Epoch 43/200] [Batch 1/27] [D loss: 0.684961] [G loss: 0.706646]
[Epoch 43/200] [Batch 2/27] [D loss: 0.700071] [G loss: 0.699308]
[Epoch 43/200] [Batch 3/27] [D loss: 0.693249] [G loss: 0.702184]
[Epoch 43/200] [Batch 4/27] [D loss: 0.691033] [G loss: 0.709501]
[Epoch 43/200] [Batch 5/27] [D loss: 0.711298] [G loss: 0.697326]
[Epoch 43/200] [Batch 6/27] [D loss: 0.700376] [G loss: 0.725376]
[Epoch 43/200] [Batch 7/27] [D loss: 0.695209] [G loss: 0.719021]
[Epoch 43/200] [Batch 8/27] [D loss: 0.690401] [G loss: 0.723928]
[Epoch 43/200] [Batch 9/27] [D loss: 0.685610] [G loss: 0.752180]
[Epoch 43/200] [Batch 10/27] [D loss: 0.688609] [G loss: 0.738999]
[Epoch 43/200] [Batch 11/27] [D loss: 0.691153] [G loss: 0.736927]
[Epoch 43/200] [Batch 12/27] [D loss: 0.690109] [G loss: 0.716950]
[Epoch 43/200] [Batch 13/27] [D loss: 0.693256] [G loss: 0.729223]
[Epoch 43/200] [Batch 14/27] [D loss: 0.692535] [G loss: 0.724493]
[Epoch 43/200] [Batch 15/27] [D loss: 0.690780] [G loss: 0.713772]
[Epoch 43/200] [Batch 16/27] [D loss: 0.694278] [G loss: 0.705159]
[Epoch 43/200] [Batch 17/27] [D loss: 0.682683] [G loss: 0.717847]
[Epoch 43/200] [Batch 18/27] [D loss: 0.698360] [G loss: 0.695523]
[Epoch 43/200] [Batch 19/27] [D loss: 0.693651] [G loss: 0.700069]
[Epoch 43/200] [Batch 20/27] [D loss: 0.701731] [G loss: 0.691520]
[Epoch 43/200] [Batch 21/27] [D loss: 0.696814] [G loss: 0.704365]
[Epoch 43/200] [Batch 22/27] [D loss: 0.695896] [G loss: 0.712430]
[Epoch 43/200] [Batch 23/27] [D loss: 0.691213] [G loss: 0.717701]
[Epoch 43/200] [Batch 24/27] [D loss: 0.692166] [G loss: 0.709704]
[Epoch 43/200] [Batch 25/27] [D loss: 0.689037] [G loss: 0.716503]
[Epoch 43/200] [Batch 26/27] [D loss: 0.694658] [G loss: 0.709732]
[Epoch 44/200] [Batch 0/27] [D loss: 0.696886] [G loss: 0.688312]
[Epoch 44/200] [Batch 1/27] [D loss: 0.696847] [G loss: 0.701760]
[Epoch 44/200] [Batch 2/27] [D loss: 0.695073] [G loss: 0.694726]
[Epoch 44/200] [Batch 3/27] [D loss: 0.689831] [G loss: 0.710155]
[Epoch 44/200] [Batch 4/27] [D loss: 0.702102] [G loss: 0.714236]
[Epoch 44/200] [Batch 5/27] [D loss: 0.692101] [G loss: 0.723233]
[Epoch 44/200] [Batch 6/27] [D loss: 0.701801] [G loss: 0.714342]
[Epoch 44/200] [Batch 7/27] [D loss: 0.693617] [G loss: 0.712705]
[Epoch 44/200] [Batch 8/27] [D loss: 0.690297] [G loss: 0.713646]
[Epoch 44/200] [Batch 9/27] [D loss: 0.688043] [G loss: 0.713818]
[Epoch 44/200] [Batch 10/27] [D loss: 0.692328] [G loss: 0.714257]
[Epoch 44/200] [Batch 11/27] [D loss: 0.690941] [G loss: 0.722111]
[Epoch 44/200] [Batch 12/27] [D loss: 0.679054] [G loss: 0.713672]
[Epoch 44/200] [Batch 13/27] [D loss: 0.681151] [G loss: 0.707725]
[Epoch 44/200] [Batch 14/27] [D loss: 0.685494] [G loss: 0.701897]
[Epoch 44/200] [Batch 15/27] [D loss: 0.675889] [G loss: 0.708031]
[Epoch 44/200] [Batch 16/27] [D loss: 0.682079] [G loss: 0.691454]
[Epoch 44/200] [Batch 17/27] [D loss: 0.699597] [G loss: 0.669282]
[Epoch 44/200] [Batch 18/27] [D loss: 0.694284] [G loss: 0.660707]
[Epoch 44/200] [Batch 19/27] [D loss: 0.693723] [G loss: 0.671381]
[Epoch 44/200] [Batch 20/27] [D loss: 0.700815] [G loss: 0.681149]
[Epoch 44/200] [Batch 21/27] [D loss: 0.701053] [G loss: 0.683318]
[Epoch 44/200] [Batch 22/27] [D loss: 0.696831] [G loss: 0.697520]
[Epoch 44/200] [Batch 23/27] [D loss: 0.699310] [G loss: 0.696943]
[Epoch 44/200] [Batch 24/27] [D loss: 0.699031] [G loss: 0.708754]
[Epoch 44/200] [Batch 25/27] [D loss: 0.694720] [G loss: 0.709710]
[Epoch 44/200] [Batch 26/27] [D loss: 0.694597] [G loss: 0.718287]
[Epoch 45/200] [Batch 0/27] [D loss: 0.687872] [G loss: 0.725460]
[Epoch 45/200] [Batch 1/27] [D loss: 0.692650] [G loss: 0.726392]
[Epoch 45/200] [Batch 2/27] [D loss: 0.706016] [G loss: 0.719206]
[Epoch 45/200] [Batch 3/27] [D loss: 0.693452] [G loss: 0.712507]
[Epoch 45/200] [Batch 4/27] [D loss: 0.693926] [G loss: 0.705634]
[Epoch 45/200] [Batch 5/27] [D loss: 0.691158] [G loss: 0.702062]
[Epoch 45/200] [Batch 6/27] [D loss: 0.690161] [G loss: 0.704418]
[Epoch 45/200] [Batch 7/27] [D loss: 0.690740] [G loss: 0.698840]
[Epoch 45/200] [Batch 8/27] [D loss: 0.688804] [G loss: 0.681787]
[Epoch 45/200] [Batch 9/27] [D loss: 0.695220] [G loss: 0.691809]
[Epoch 45/200] [Batch 10/27] [D loss: 0.698572] [G loss: 0.687054]
[Epoch 45/200] [Batch 11/27] [D loss: 0.690954] [G loss: 0.678198]
[Epoch 45/200] [Batch 12/27] [D loss: 0.698269] [G loss: 0.695279]
[Epoch 45/200] [Batch 13/27] [D loss: 0.690968] [G loss: 0.685047]
[Epoch 45/200] [Batch 14/27] [D loss: 0.690274] [G loss: 0.693756]
[Epoch 45/200] [Batch 15/27] [D loss: 0.692165] [G loss: 0.700646]
[Epoch 45/200] [Batch 16/27] [D loss: 0.699841] [G loss: 0.698542]
[Epoch 45/200] [Batch 17/27] [D loss: 0.697968] [G loss: 0.707441]
[Epoch 45/200] [Batch 18/27] [D loss: 0.694398] [G loss: 0.700998]
[Epoch 45/200] [Batch 19/27] [D loss: 0.687683] [G loss: 0.720680]
[Epoch 45/200] [Batch 20/27] [D loss: 0.691729] [G loss: 0.720721]
[Epoch 45/200] [Batch 21/27] [D loss: 0.686041] [G loss: 0.717100]
[Epoch 45/200] [Batch 22/27] [D loss: 0.699831] [G loss: 0.718821]
[Epoch 45/200] [Batch 23/27] [D loss: 0.694390] [G loss: 0.715920]
[Epoch 45/200] [Batch 24/27] [D loss: 0.687590] [G loss: 0.713074]
[Epoch 45/200] [Batch 25/27] [D loss: 0.689896] [G loss: 0.715364]
[Epoch 45/200] [Batch 26/27] [D loss: 0.694173] [G loss: 0.717411]
[Epoch 46/200] [Batch 0/27] [D loss: 0.706381] [G loss: 0.709204]
[Epoch 46/200] [Batch 1/27] [D loss: 0.695454] [G loss: 0.703269]
[Epoch 46/200] [Batch 2/27] [D loss: 0.695473] [G loss: 0.708160]
[Epoch 46/200] [Batch 3/27] [D loss: 0.694891] [G loss: 0.691116]
[Epoch 46/200] [Batch 4/27] [D loss: 0.701028] [G loss: 0.695942]
[Epoch 46/200] [Batch 5/27] [D loss: 0.692565] [G loss: 0.688706]
[Epoch 46/200] [Batch 6/27] [D loss: 0.695497] [G loss: 0.682112]
[Epoch 46/200] [Batch 7/27] [D loss: 0.693144] [G loss: 0.686849]
[Epoch 46/200] [Batch 8/27] [D loss: 0.694066] [G loss: 0.688472]
[Epoch 46/200] [Batch 9/27] [D loss: 0.692657] [G loss: 0.685667]
[Epoch 46/200] [Batch 10/27] [D loss: 0.695000] [G loss: 0.686890]
[Epoch 46/200] [Batch 11/27] [D loss: 0.686741] [G loss: 0.683222]
[Epoch 46/200] [Batch 12/27] [D loss: 0.689394] [G loss: 0.684100]
[Epoch 46/200] [Batch 13/27] [D loss: 0.686986] [G loss: 0.689030]
[Epoch 46/200] [Batch 14/27] [D loss: 0.687861] [G loss: 0.687575]
[Epoch 46/200] [Batch 15/27] [D loss: 0.691270] [G loss: 0.687365]
[Epoch 46/200] [Batch 16/27] [D loss: 0.687321] [G loss: 0.690003]
[Epoch 46/200] [Batch 17/27] [D loss: 0.679686] [G loss: 0.689085]
[Epoch 46/200] [Batch 18/27] [D loss: 0.685477] [G loss: 0.686360]
[Epoch 46/200] [Batch 19/27] [D loss: 0.686629] [G loss: 0.687907]
[Epoch 46/200] [Batch 20/27] [D loss: 0.687732] [G loss: 0.689133]
[Epoch 46/200] [Batch 21/27] [D loss: 0.680692] [G loss: 0.685775]
[Epoch 46/200] [Batch 22/27] [D loss: 0.691678] [G loss: 0.670933]
[Epoch 46/200] [Batch 23/27] [D loss: 0.694392] [G loss: 0.671534]
[Epoch 46/200] [Batch 24/27] [D loss: 0.704588] [G loss: 0.658558]
[Epoch 46/200] [Batch 25/27] [D loss: 0.699206] [G loss: 0.675308]
[Epoch 46/200] [Batch 26/27] [D loss: 0.697002] [G loss: 0.684210]
[Epoch 47/200] [Batch 0/27] [D loss: 0.700476] [G loss: 0.687743]
[Epoch 47/200] [Batch 1/27] [D loss: 0.693923] [G loss: 0.706933]
[Epoch 47/200] [Batch 2/27] [D loss: 0.685386] [G loss: 0.712664]
[Epoch 47/200] [Batch 3/27] [D loss: 0.681268] [G loss: 0.738050]
[Epoch 47/200] [Batch 4/27] [D loss: 0.676170] [G loss: 0.752633]
[Epoch 47/200] [Batch 5/27] [D loss: 0.678743] [G loss: 0.760429]
[Epoch 47/200] [Batch 6/27] [D loss: 0.678551] [G loss: 0.778393]
[Epoch 47/200] [Batch 7/27] [D loss: 0.689417] [G loss: 0.846916]
[Epoch 47/200] [Batch 8/27] [D loss: 0.674834] [G loss: 0.814899]
[Epoch 47/200] [Batch 9/27] [D loss: 0.669810] [G loss: 0.801959]
[Epoch 47/200] [Batch 10/27] [D loss: 0.699867] [G loss: 0.753501]
[Epoch 47/200] [Batch 11/27] [D loss: 0.688199] [G loss: 0.777327]
[Epoch 47/200] [Batch 12/27] [D loss: 0.701117] [G loss: 0.729660]
[Epoch 47/200] [Batch 13/27] [D loss: 0.697886] [G loss: 0.691751]
[Epoch 47/200] [Batch 14/27] [D loss: 0.707237] [G loss: 0.671815]
[Epoch 47/200] [Batch 15/27] [D loss: 0.703962] [G loss: 0.665231]
[Epoch 47/200] [Batch 16/27] [D loss: 0.694145] [G loss: 0.664504]
[Epoch 47/200] [Batch 17/27] [D loss: 0.684629] [G loss: 0.665708]
[Epoch 47/200] [Batch 18/27] [D loss: 0.684399] [G loss: 0.664099]
[Epoch 47/200] [Batch 19/27] [D loss: 0.676625] [G loss: 0.674533]
[Epoch 47/200] [Batch 20/27] [D loss: 0.679752] [G loss: 0.670371]
[Epoch 47/200] [Batch 21/27] [D loss: 0.673035] [G loss: 0.674394]
[Epoch 47/200] [Batch 22/27] [D loss: 0.671237] [G loss: 0.680762]
[Epoch 47/200] [Batch 23/27] [D loss: 0.669817] [G loss: 0.684078]
[Epoch 47/200] [Batch 24/27] [D loss: 0.668582] [G loss: 0.675315]
[Epoch 47/200] [Batch 25/27] [D loss: 0.665245] [G loss: 0.685463]
[Epoch 47/200] [Batch 26/27] [D loss: 0.655756] [G loss: 0.689721]
[Epoch 48/200] [Batch 0/27] [D loss: 0.660086] [G loss: 0.684143]
[Epoch 48/200] [Batch 1/27] [D loss: 0.654203] [G loss: 0.677560]
[Epoch 48/200] [Batch 2/27] [D loss: 0.659097] [G loss: 0.662499]
[Epoch 48/200] [Batch 3/27] [D loss: 0.680170] [G loss: 0.623716]
[Epoch 48/200] [Batch 4/27] [D loss: 0.711364] [G loss: 0.593566]
[Epoch 48/200] [Batch 5/27] [D loss: 0.706858] [G loss: 0.584972]
[Epoch 48/200] [Batch 6/27] [D loss: 0.707920] [G loss: 0.618187]
[Epoch 48/200] [Batch 7/27] [D loss: 0.711006] [G loss: 0.609635]
[Epoch 48/200] [Batch 8/27] [D loss: 0.698919] [G loss: 0.638820]
[Epoch 48/200] [Batch 9/27] [D loss: 0.706751] [G loss: 0.650266]
[Epoch 48/200] [Batch 10/27] [D loss: 0.689170] [G loss: 0.668404]
[Epoch 48/200] [Batch 11/27] [D loss: 0.703979] [G loss: 0.677150]
[Epoch 48/200] [Batch 12/27] [D loss: 0.703273] [G loss: 0.679370]
[Epoch 48/200] [Batch 13/27] [D loss: 0.697607] [G loss: 0.691598]
[Epoch 48/200] [Batch 14/27] [D loss: 0.703258] [G loss: 0.698096]
[Epoch 48/200] [Batch 15/27] [D loss: 0.685090] [G loss: 0.723791]
[Epoch 48/200] [Batch 16/27] [D loss: 0.689308] [G loss: 0.735827]
[Epoch 48/200] [Batch 17/27] [D loss: 0.686889] [G loss: 0.758540]
[Epoch 48/200] [Batch 18/27] [D loss: 0.671314] [G loss: 0.764323]
[Epoch 48/200] [Batch 19/27] [D loss: 0.667824] [G loss: 0.798170]
[Epoch 48/200] [Batch 20/27] [D loss: 0.696450] [G loss: 0.823322]
[Epoch 48/200] [Batch 21/27] [D loss: 0.662929] [G loss: 0.813680]
[Epoch 48/200] [Batch 22/27] [D loss: 0.674172] [G loss: 0.815283]
[Epoch 48/200] [Batch 23/27] [D loss: 0.667389] [G loss: 0.862504]
[Epoch 48/200] [Batch 24/27] [D loss: 0.696863] [G loss: 0.786967]
[Epoch 48/200] [Batch 25/27] [D loss: 0.699177] [G loss: 0.767172]
[Epoch 48/200] [Batch 26/27] [D loss: 0.740937] [G loss: 0.680437]
[Epoch 49/200] [Batch 0/27] [D loss: 0.715918] [G loss: 0.675187]
[Epoch 49/200] [Batch 1/27] [D loss: 0.684986] [G loss: 0.670318]
[Epoch 49/200] [Batch 2/27] [D loss: 0.675194] [G loss: 0.670775]
[Epoch 49/200] [Batch 3/27] [D loss: 0.657972] [G loss: 0.677673]
[Epoch 49/200] [Batch 4/27] [D loss: 0.658601] [G loss: 0.674242]
[Epoch 49/200] [Batch 5/27] [D loss: 0.652155] [G loss: 0.672499]
[Epoch 49/200] [Batch 6/27] [D loss: 0.656202] [G loss: 0.674145]
[Epoch 49/200] [Batch 7/27] [D loss: 0.663442] [G loss: 0.650433]
[Epoch 49/200] [Batch 8/27] [D loss: 0.711551] [G loss: 0.612103]
[Epoch 49/200] [Batch 9/27] [D loss: 0.689541] [G loss: 0.597235]
[Epoch 49/200] [Batch 10/27] [D loss: 0.684312] [G loss: 0.614381]
[Epoch 49/200] [Batch 11/27] [D loss: 0.704335] [G loss: 0.629783]
[Epoch 49/200] [Batch 12/27] [D loss: 0.695749] [G loss: 0.630291]
[Epoch 49/200] [Batch 13/27] [D loss: 0.697502] [G loss: 0.658344]
[Epoch 49/200] [Batch 14/27] [D loss: 0.689249] [G loss: 0.643870]
[Epoch 49/200] [Batch 15/27] [D loss: 0.708756] [G loss: 0.655762]
[Epoch 49/200] [Batch 16/27] [D loss: 0.704145] [G loss: 0.648908]
[Epoch 49/200] [Batch 17/27] [D loss: 0.697997] [G loss: 0.668955]
[Epoch 49/200] [Batch 18/27] [D loss: 0.694103] [G loss: 0.692455]
[Epoch 49/200] [Batch 19/27] [D loss: 0.687181] [G loss: 0.707944]
[Epoch 49/200] [Batch 20/27] [D loss: 0.682708] [G loss: 0.721789]
[Epoch 49/200] [Batch 21/27] [D loss: 0.693489] [G loss: 0.749715]
[Epoch 49/200] [Batch 22/27] [D loss: 0.667320] [G loss: 0.794679]
[Epoch 49/200] [Batch 23/27] [D loss: 0.678231] [G loss: 0.753852]
[Epoch 49/200] [Batch 24/27] [D loss: 0.692170] [G loss: 0.790579]
[Epoch 49/200] [Batch 25/27] [D loss: 0.698236] [G loss: 0.758895]
[Epoch 49/200] [Batch 26/27] [D loss: 0.694069] [G loss: 0.768877]
[Epoch 50/200] [Batch 0/27] [D loss: 0.692902] [G loss: 0.735966]
[Epoch 50/200] [Batch 1/27] [D loss: 0.689953] [G loss: 0.705068]
[Epoch 50/200] [Batch 2/27] [D loss: 0.708568] [G loss: 0.697098]
[Epoch 50/200] [Batch 3/27] [D loss: 0.694071] [G loss: 0.685248]
[Epoch 50/200] [Batch 4/27] [D loss: 0.697292] [G loss: 0.679157]
[Epoch 50/200] [Batch 5/27] [D loss: 0.696017] [G loss: 0.670815]
[Epoch 50/200] [Batch 6/27] [D loss: 0.692098] [G loss: 0.662351]
[Epoch 50/200] [Batch 7/27] [D loss: 0.690411] [G loss: 0.660893]
[Epoch 50/200] [Batch 8/27] [D loss: 0.683632] [G loss: 0.669809]
[Epoch 50/200] [Batch 9/27] [D loss: 0.694556] [G loss: 0.655372]
[Epoch 50/200] [Batch 10/27] [D loss: 0.694737] [G loss: 0.673119]
[Epoch 50/200] [Batch 11/27] [D loss: 0.690339] [G loss: 0.682057]
[Epoch 50/200] [Batch 12/27] [D loss: 0.699557] [G loss: 0.690182]
[Epoch 50/200] [Batch 13/27] [D loss: 0.694612] [G loss: 0.686490]
[Epoch 50/200] [Batch 14/27] [D loss: 0.684344] [G loss: 0.684833]
[Epoch 50/200] [Batch 15/27] [D loss: 0.691065] [G loss: 0.686243]
[Epoch 50/200] [Batch 16/27] [D loss: 0.687039] [G loss: 0.694562]
[Epoch 50/200] [Batch 17/27] [D loss: 0.680697] [G loss: 0.710956]
[Epoch 50/200] [Batch 18/27] [D loss: 0.692451] [G loss: 0.689058]
[Epoch 50/200] [Batch 19/27] [D loss: 0.680887] [G loss: 0.713504]
[Epoch 50/200] [Batch 20/27] [D loss: 0.689839] [G loss: 0.716151]
[Epoch 50/200] [Batch 21/27] [D loss: 0.698174] [G loss: 0.724052]
[Epoch 50/200] [Batch 22/27] [D loss: 0.713153] [G loss: 0.708666]
[Epoch 50/200] [Batch 23/27] [D loss: 0.702662] [G loss: 0.700742]
[Epoch 50/200] [Batch 24/27] [D loss: 0.696749] [G loss: 0.680196]
[Epoch 50/200] [Batch 25/27] [D loss: 0.680394] [G loss: 0.674454]
[Epoch 50/200] [Batch 26/27] [D loss: 0.686211] [G loss: 0.673575]
[Epoch 51/200] [Batch 0/27] [D loss: 0.697964] [G loss: 0.661335]
[Epoch 51/200] [Batch 1/27] [D loss: 0.696452] [G loss: 0.661707]
[Epoch 51/200] [Batch 2/27] [D loss: 0.696483] [G loss: 0.664489]
[Epoch 51/200] [Batch 3/27] [D loss: 0.706109] [G loss: 0.650216]
[Epoch 51/200] [Batch 4/27] [D loss: 0.702454] [G loss: 0.664502]
[Epoch 51/200] [Batch 5/27] [D loss: 0.711463] [G loss: 0.659150]
[Epoch 51/200] [Batch 6/27] [D loss: 0.709639] [G loss: 0.665626]
[Epoch 51/200] [Batch 7/27] [D loss: 0.709177] [G loss: 0.655306]
[Epoch 51/200] [Batch 8/27] [D loss: 0.704522] [G loss: 0.677373]
[Epoch 51/200] [Batch 9/27] [D loss: 0.702614] [G loss: 0.669508]
[Epoch 51/200] [Batch 10/27] [D loss: 0.705041] [G loss: 0.676882]
[Epoch 51/200] [Batch 11/27] [D loss: 0.703601] [G loss: 0.673760]
[Epoch 51/200] [Batch 12/27] [D loss: 0.706222] [G loss: 0.694709]
[Epoch 51/200] [Batch 13/27] [D loss: 0.694986] [G loss: 0.712437]
[Epoch 51/200] [Batch 14/27] [D loss: 0.693910] [G loss: 0.710074]
[Epoch 51/200] [Batch 15/27] [D loss: 0.688081] [G loss: 0.731503]
[Epoch 51/200] [Batch 16/27] [D loss: 0.679275] [G loss: 0.738090]
[Epoch 51/200] [Batch 17/27] [D loss: 0.686416] [G loss: 0.739647]
[Epoch 51/200] [Batch 18/27] [D loss: 0.691491] [G loss: 0.756949]
[Epoch 51/200] [Batch 19/27] [D loss: 0.679543] [G loss: 0.812521]
[Epoch 51/200] [Batch 20/27] [D loss: 0.673398] [G loss: 0.784253]
[Epoch 51/200] [Batch 21/27] [D loss: 0.706680] [G loss: 0.781907]
[Epoch 51/200] [Batch 22/27] [D loss: 0.701402] [G loss: 0.752237]
[Epoch 51/200] [Batch 23/27] [D loss: 0.706878] [G loss: 0.740184]
[Epoch 51/200] [Batch 24/27] [D loss: 0.699448] [G loss: 0.706365]
[Epoch 51/200] [Batch 25/27] [D loss: 0.696318] [G loss: 0.700811]
[Epoch 51/200] [Batch 26/27] [D loss: 0.689614] [G loss: 0.690544]
[Epoch 52/200] [Batch 0/27] [D loss: 0.684634] [G loss: 0.686886]
[Epoch 52/200] [Batch 1/27] [D loss: 0.678408] [G loss: 0.689743]
[Epoch 52/200] [Batch 2/27] [D loss: 0.673035] [G loss: 0.685524]
[Epoch 52/200] [Batch 3/27] [D loss: 0.678211] [G loss: 0.681051]
[Epoch 52/200] [Batch 4/27] [D loss: 0.668654] [G loss: 0.677932]
[Epoch 52/200] [Batch 5/27] [D loss: 0.688054] [G loss: 0.666131]
[Epoch 52/200] [Batch 6/27] [D loss: 0.683160] [G loss: 0.655233]
[Epoch 52/200] [Batch 7/27] [D loss: 0.692193] [G loss: 0.656407]
[Epoch 52/200] [Batch 8/27] [D loss: 0.677514] [G loss: 0.649508]
[Epoch 52/200] [Batch 9/27] [D loss: 0.684294] [G loss: 0.645256]
[Epoch 52/200] [Batch 10/27] [D loss: 0.698536] [G loss: 0.653732]
[Epoch 52/200] [Batch 11/27] [D loss: 0.683687] [G loss: 0.659589]
[Epoch 52/200] [Batch 12/27] [D loss: 0.694427] [G loss: 0.676223]
[Epoch 52/200] [Batch 13/27] [D loss: 0.688005] [G loss: 0.655904]
[Epoch 52/200] [Batch 14/27] [D loss: 0.698880] [G loss: 0.677292]
[Epoch 52/200] [Batch 15/27] [D loss: 0.685290] [G loss: 0.706220]
[Epoch 52/200] [Batch 16/27] [D loss: 0.690720] [G loss: 0.701500]
[Epoch 52/200] [Batch 17/27] [D loss: 0.685556] [G loss: 0.710393]
[Epoch 52/200] [Batch 18/27] [D loss: 0.699581] [G loss: 0.726224]
[Epoch 52/200] [Batch 19/27] [D loss: 0.697909] [G loss: 0.736728]
[Epoch 52/200] [Batch 20/27] [D loss: 0.677967] [G loss: 0.731466]
[Epoch 52/200] [Batch 21/27] [D loss: 0.677691] [G loss: 0.741985]
[Epoch 52/200] [Batch 22/27] [D loss: 0.691202] [G loss: 0.754760]
[Epoch 52/200] [Batch 23/27] [D loss: 0.706311] [G loss: 0.734390]
[Epoch 52/200] [Batch 24/27] [D loss: 0.714375] [G loss: 0.712362]
[Epoch 52/200] [Batch 25/27] [D loss: 0.693123] [G loss: 0.713511]
[Epoch 52/200] [Batch 26/27] [D loss: 0.693173] [G loss: 0.697628]
[Epoch 53/200] [Batch 0/27] [D loss: 0.690167] [G loss: 0.695181]
[Epoch 53/200] [Batch 1/27] [D loss: 0.689673] [G loss: 0.670690]
[Epoch 53/200] [Batch 2/27] [D loss: 0.675545] [G loss: 0.669257]
[Epoch 53/200] [Batch 3/27] [D loss: 0.683123] [G loss: 0.672249]
[Epoch 53/200] [Batch 4/27] [D loss: 0.693741] [G loss: 0.664909]
[Epoch 53/200] [Batch 5/27] [D loss: 0.682890] [G loss: 0.668549]
[Epoch 53/200] [Batch 6/27] [D loss: 0.696693] [G loss: 0.654550]
[Epoch 53/200] [Batch 7/27] [D loss: 0.703757] [G loss: 0.678664]
[Epoch 53/200] [Batch 8/27] [D loss: 0.689979] [G loss: 0.680545]
[Epoch 53/200] [Batch 9/27] [D loss: 0.699784] [G loss: 0.656491]
[Epoch 53/200] [Batch 10/27] [D loss: 0.696071] [G loss: 0.662700]
[Epoch 53/200] [Batch 11/27] [D loss: 0.707874] [G loss: 0.664101]
[Epoch 53/200] [Batch 12/27] [D loss: 0.720819] [G loss: 0.642503]
[Epoch 53/200] [Batch 13/27] [D loss: 0.699148] [G loss: 0.677536]
[Epoch 53/200] [Batch 14/27] [D loss: 0.708969] [G loss: 0.682601]
[Epoch 53/200] [Batch 15/27] [D loss: 0.698292] [G loss: 0.689044]
[Epoch 53/200] [Batch 16/27] [D loss: 0.699750] [G loss: 0.692195]
[Epoch 53/200] [Batch 17/27] [D loss: 0.696635] [G loss: 0.694308]
[Epoch 53/200] [Batch 18/27] [D loss: 0.714893] [G loss: 0.696204]
[Epoch 53/200] [Batch 19/27] [D loss: 0.704813] [G loss: 0.700256]
[Epoch 53/200] [Batch 20/27] [D loss: 0.701701] [G loss: 0.707009]
[Epoch 53/200] [Batch 21/27] [D loss: 0.690784] [G loss: 0.699871]
[Epoch 53/200] [Batch 22/27] [D loss: 0.697546] [G loss: 0.733066]
[Epoch 53/200] [Batch 23/27] [D loss: 0.682284] [G loss: 0.738309]
[Epoch 53/200] [Batch 24/27] [D loss: 0.686596] [G loss: 0.736948]
[Epoch 53/200] [Batch 25/27] [D loss: 0.680948] [G loss: 0.765921]
[Epoch 53/200] [Batch 26/27] [D loss: 0.701394] [G loss: 0.745161]
[Epoch 54/200] [Batch 0/27] [D loss: 0.687330] [G loss: 0.755441]
[Epoch 54/200] [Batch 1/27] [D loss: 0.685411] [G loss: 0.774552]
[Epoch 54/200] [Batch 2/27] [D loss: 0.692876] [G loss: 0.763557]
[Epoch 54/200] [Batch 3/27] [D loss: 0.692968] [G loss: 0.750418]
[Epoch 54/200] [Batch 4/27] [D loss: 0.691312] [G loss: 0.736451]
[Epoch 54/200] [Batch 5/27] [D loss: 0.699154] [G loss: 0.709675]
[Epoch 54/200] [Batch 6/27] [D loss: 0.704811] [G loss: 0.709424]
[Epoch 54/200] [Batch 7/27] [D loss: 0.701399] [G loss: 0.699454]
[Epoch 54/200] [Batch 8/27] [D loss: 0.691678] [G loss: 0.698238]
[Epoch 54/200] [Batch 9/27] [D loss: 0.690946] [G loss: 0.701585]
[Epoch 54/200] [Batch 10/27] [D loss: 0.687799] [G loss: 0.692901]
[Epoch 54/200] [Batch 11/27] [D loss: 0.694784] [G loss: 0.688589]
[Epoch 54/200] [Batch 12/27] [D loss: 0.691198] [G loss: 0.701744]
[Epoch 54/200] [Batch 13/27] [D loss: 0.682474] [G loss: 0.695210]
[Epoch 54/200] [Batch 14/27] [D loss: 0.684269] [G loss: 0.692544]
[Epoch 54/200] [Batch 15/27] [D loss: 0.682002] [G loss: 0.695006]
